#名前,"性別(0=両,1=男,2=女)","タイプ(0=両方,1=剣士,2=ガンナー)",レア度,スロット数,入手時期／集☆（99=集入手不可）,入手時期／村☆（99=村入手不可）,初期防御力,最終防御力,火耐性,水耐性,雷耐性,氷耐性,龍耐性,スキル系統1,スキル値1,スキル系統2,スキル値2,スキル系統3,スキル値3,スキル系統4,スキル値4,スキル系統5,スキル値5,生産素材1,個数,生産素材2,個数,生産素材3,個数,生産素材4,個数
ズワロケープ,0,2,2,0,2,3,5,57,-1,3,1,0,2,体力,8,回復速度,2,,,,,,,垂皮竜の皮,4,マカライト鉱石,2,暖かい毛皮,3,,
ゲネポスメイル,0,1,2,1,2,3,12,102,1,1,-2,-3,2,特殊攻撃,2,麻痺,1,,,,,,,ゲネポスの皮,3,ゲネポスの鱗,2,麻痺袋,1,鉄鉱石,3
ゲネポスレジスト,0,2,2,1,2,3,6,57,2,2,-1,-2,3,特殊攻撃,2,麻痺,1,,,,,,,ゲネポスの皮,3,ゲネポスの鱗,2,麻痺袋,1,鉄鉱石,3
ランポスメイル,0,1,2,0,1,2,13,103,0,0,0,-4,2,攻撃,2,千里眼,3,麻痺,-2,気絶,2,,,ドスランポスの爪,2,鳴き袋,2,ランポスの皮,3,のりこねバッタ,2
ランポスレジスト,0,2,2,0,1,2,7,58,1,1,1,-3,3,攻撃,2,千里眼,3,麻痺,-2,気絶,2,,,ドスランポスの爪,2,鳴き袋,2,ランポスの皮,3,のりこねバッタ,2
アシラメイル,0,1,2,1,99,3,13,103,-2,1,0,-1,1,高速収集,2,食いしん坊,2,腹減り,-1,ハチミツ,1,,,青熊獣の毛,3,青熊獣の甲殻,1,光蟲,2,,
アシラレジスト,0,2,2,1,99,3,7,58,-1,2,1,0,2,高速収集,2,食いしん坊,2,腹減り,-1,ハチミツ,1,,,青熊獣の毛,3,青熊獣の甲殻,1,光蟲,2,,
ハイメタメイル,0,1,2,0,2,4,14,102,-2,-2,3,-1,0,砲術,2,体力,4,スタミナ,-2,,,,,ドラグライト鉱石,2,マカライト鉱石,4,鉄鉱石,3,ランポスの皮,2
ハイメタレジスト,0,2,2,0,2,4,7,58,-1,-1,4,0,1,砲術,2,体力,4,スタミナ,-2,,,,,ドラグライト鉱石,2,マカライト鉱石,4,鉄鉱石,3,ランポスの皮,2
バトルメイル,0,1,2,0,3,5,14,102,2,-2,-2,-1,0,攻撃,1,聴覚保護,-2,ガード性能,2,研ぎ師,4,,,翼蛇竜の皮,2,暖かい毛皮,2,ゲネポスの鱗,5,大地の結晶,3
バトルレジスト,0,2,2,0,3,5,7,58,3,-1,-1,0,1,装填速度,4,攻撃,1,聴覚保護,-2,ガード強化,2,,,翼蛇竜の皮,2,暖かい毛皮,2,ゲネポスの鱗,5,大地の結晶,3
ケチャメイル,0,1,2,2,1,3,14,102,-3,2,-2,0,2,運気,-1,水属性攻撃,1,気まぐれ,1,,,,,奇猿狐の耳,1,奇猿狐の鉤爪,1,奇猿狐の毛,2,のりこねバッタ,2
ケチャレジスト,0,2,2,2,1,3,7,58,-2,3,-1,1,3,運気,-1,水属性攻撃,1,気まぐれ,1,,,,,奇猿狐の耳,1,奇猿狐の鉤爪,1,奇猿狐の毛,2,のりこねバッタ,2
ゲリョスメイル,0,1,2,1,1,3,14,102,-4,1,2,-2,0,スタミナ,2,腹減り,-2,毒,3,,,,,毒袋,1,大地の結晶,1,ゴム質の皮,2,マカライト鉱石,2
ゲリョスレジスト,0,2,2,1,1,3,7,58,-3,2,3,-1,1,スタミナ,2,腹減り,-2,毒,3,,,,,毒袋,1,大地の結晶,1,ゴム質の皮,2,マカライト鉱石,2
コンガメイル,0,1,2,0,2,4,14,102,-3,1,1,-1,2,細菌学,3,食いしん坊,1,腹減り,-2,,,,,桃毛獣の毛,2,コンガの毛,4,獣骨,2,のりこねバッタ,3
コンガレジスト,0,2,2,0,2,4,7,58,-2,2,2,0,3,細菌学,3,食いしん坊,1,腹減り,-2,,,,,桃毛獣の毛,2,コンガの毛,4,獣骨,2,のりこねバッタ,3
ルドロスメイル,0,1,2,1,99,3,15,103,-3,2,-1,-1,1,スタミナ,2,水属性攻撃,2,雷耐性,-2,耐暑,2,,,海綿質の皮,2,水獣の爪,1,ランポスの皮,3,大地の結晶,3
ルドロスレジスト,0,2,2,1,99,3,7,58,-2,3,0,0,2,スタミナ,2,水属性攻撃,2,雷耐性,-2,耐暑,2,,,海綿質の皮,2,水獣の爪,1,ランポスの皮,3,大地の結晶,3
ウルクメイル,0,1,2,1,2,4,15,103,-2,2,-1,2,2,回避距離,2,耐暑,-1,耐寒,2,,,,,白兎獣の腹甲,2,白兎獣の毛,2,ジャギィの鱗,4,キラビートル,3
ウルクレジスト,0,2,2,1,2,4,8,58,-1,3,0,3,3,回避距離,2,耐暑,-1,耐寒,2,,,,,白兎獣の腹甲,2,白兎獣の毛,2,ジャギィの鱗,4,キラビートル,3
イーオスメイル,0,1,2,2,3,5,15,103,0,-3,-3,2,2,特殊攻撃,2,毒,1,気絶,-2,,,,,イーオスの皮,2,毒袋,3,イーオスの鱗,2,マカライト鉱石,3
イーオスレジスト,0,2,2,2,3,5,8,58,1,-2,-2,3,3,特殊攻撃,2,毒,1,気絶,-2,,,,,イーオスの皮,2,毒袋,3,イーオスの鱗,2,マカライト鉱石,3
ガブラスーツボディ,0,1,2,1,3,99,15,103,1,-2,2,1,-3,属性解放,2,属性耐性,-1,毒,2,,,,,翼蛇竜の皮,4,火竜の翼膜,2,のりこねバッタ,4,蟲のコイン,1
ガブラスーツウェア,0,2,2,1,3,99,8,58,2,-1,3,2,-2,属性解放,2,属性耐性,-1,毒,2,,,,,翼蛇竜の皮,4,火竜の翼膜,2,のりこねバッタ,4,蟲のコイン,1
カブラメイル,0,1,2,0,1,3,16,104,2,-3,-2,0,1,防御,1,採取,-3,体力,4,,,,,鬼蛙の鱗,2,鬼蛙の爪,1,草食竜の甲殻,3,のりこねバッタ,2
カブラレジスト,0,2,2,0,1,3,8,58,3,-2,-1,1,2,防御,1,採取,-3,体力,4,,,,,鬼蛙の鱗,2,鬼蛙の爪,1,草食竜の甲殻,3,のりこねバッタ,2
クックメイル,0,1,2,1,1,2,16,104,2,-1,-2,-3,2,攻撃,2,火属性攻撃,3,水耐性,-2,,,,,怪鳥の鱗,2,怪鳥の甲殻,3,怪鳥の翼膜,1,竜骨【小】,3
クックレジスト,0,2,2,1,1,2,8,58,3,0,-1,-2,3,攻撃,2,火属性攻撃,3,水耐性,-2,,,,,怪鳥の鱗,2,怪鳥の甲殻,3,怪鳥の翼膜,1,竜骨【小】,3
キングロブスタシェル,0,1,4,2,99,4,16,104,-2,5,-5,2,-2,回避性能,2,回避距離,1,火耐性,-3,,,,,エビの小殻,2,エビの尾扇,1,化け鮫のヒレ,1,氷結晶,10
キングロブスタスキン,0,2,4,2,99,4,8,58,-1,6,-4,3,-1,回避性能,2,回避距離,1,火耐性,-3,,,,,エビの小殻,2,エビの尾扇,1,化け鮫のヒレ,1,氷結晶,10
ボロスメイル,0,1,2,0,99,4,18,106,-4,4,1,-2,0,攻撃,1,防御,3,ガード性能,2,腹減り,-2,,,土砂竜の頭殻,1,土砂竜の甲殻,2,キラビートル,2,,
ボロスレジスト,0,2,2,0,99,4,8,58,-3,5,2,-1,1,攻撃,1,防御,3,精密射撃,2,腹減り,-2,,,土砂竜の頭殻,1,土砂竜の甲殻,2,キラビートル,2,,
インゴットメイル,0,1,3,1,3,5,18,106,-2,-2,2,0,0,ガード強化,1,納刀,1,雷属性攻撃,2,気まぐれ,-2,,,紅蓮石,1,ドラグライト鉱石,4,鉄鉱石,8,氷結晶,3
インゴットレジスト,0,2,3,1,3,5,8,58,-1,-1,3,1,1,反動,1,散弾強化,1,雷属性攻撃,2,気まぐれ,-2,,,紅蓮石,1,ドラグライト鉱石,4,鉄鉱石,8,氷結晶,3
バサルメイル,0,1,2,0,2,3,18,106,0,-2,1,1,-3,耐暑,2,毒,1,麻痺,-1,睡眠,4,,,岩竜の甲殻,5,マカライト鉱石,7,毒袋,3,岩竜の翼,1
バサルレジスト,0,2,2,0,2,3,9,59,1,-1,2,2,-2,耐暑,2,毒,1,麻痺,-1,睡眠,4,,,岩竜の甲殻,5,マカライト鉱石,7,毒袋,3,岩竜の翼,1
ガーディアンスーツ,1,1,4,1,2,99,18,106,0,0,0,0,0,採取,-2,運気,1,砲術,2,加護,2,,,ドラグライト鉱石,2,闘技王のコイン,3,牙獣のコイン,5,,
ガーディアンベスト,1,2,4,1,2,99,9,59,1,1,1,1,1,採取,-2,運気,1,広域,2,加護,2,,,ドラグライト鉱石,2,闘技王のコイン,3,牙獣のコイン,5,,
ヘルパースーツ,2,1,4,1,2,99,18,106,0,0,0,0,0,採取,-2,運気,1,砲術,2,加護,2,,,ドラグライト鉱石,2,闘技王のコイン,3,牙獣のコイン,5,,
ヘルパーベスト,2,2,4,1,2,99,9,59,1,1,1,1,1,採取,-2,運気,1,広域,2,加護,2,,,ドラグライト鉱石,2,闘技王のコイン,3,牙獣のコイン,5,,
ロワーガペット,1,1,4,1,3,5,18,106,-4,0,3,-1,1,属性解放,1,聴覚保護,3,龍属性攻撃,2,加護,-1,ハチミツ,3,オオクワアゲハ,2,レビテライト鉱石,1,キラビートル,2,のりこねバッタ,10
ロワーガペクトス,1,2,4,1,3,5,9,59,-3,1,4,0,2,属性解放,1,聴覚保護,3,龍属性攻撃,2,加護,-1,ハチミツ,3,オオクワアゲハ,2,レビテライト鉱石,1,キラビートル,2,のりこねバッタ,10
ファルメルペット,2,1,4,1,3,5,18,106,-4,0,3,-1,1,属性解放,1,聴覚保護,3,龍属性攻撃,2,加護,-1,ハチミツ,3,オオクワアゲハ,2,レビテライト鉱石,1,キラビートル,2,のりこねバッタ,10
ファルメルペクトス,2,2,4,1,3,5,9,59,-3,1,4,0,2,属性解放,1,聴覚保護,3,龍属性攻撃,2,加護,-1,ハチミツ,3,オオクワアゲハ,2,レビテライト鉱石,1,キラビートル,2,のりこねバッタ,10
マギュルトロンコ,0,1,4,0,99,4,19,107,-4,1,0,2,0,重撃,1,溜め短縮,1,調合成功率,2,調合数,2,回復速度,1,ペピポパンプキン,3,キラビートル,2,雷光虫,4,落陽草の根,10
マギュルシュタム,0,2,4,0,99,4,9,59,-3,2,1,3,1,重撃,1,溜め短縮,1,調合成功率,2,調合数,2,回復速度,1,ペピポパンプキン,3,キラビートル,2,雷光虫,4,落陽草の根,10
スキュラメイル,0,1,2,1,2,4,19,107,-2,2,-2,1,2,観察眼,3,腹減り,-2,高速設置,1,睡眠,1,,,影蜘蛛の棘,1,影蜘蛛の鋏角,2,影蜘蛛の甲殻,1,竜骨【中】,3
スキュラレジスト,0,2,2,1,2,4,9,59,-1,3,-1,2,3,観察眼,2,腹減り,-2,高速設置,2,睡眠,1,,,影蜘蛛の棘,1,影蜘蛛の鋏角,2,影蜘蛛の甲殻,1,竜骨【中】,3
フルフルメイル,0,1,2,2,2,4,19,107,-4,1,1,2,1,雷属性攻撃,2,回復量,1,気絶,-2,,,,,ブヨブヨした皮,2,鉄鉱石,8,とがった爪,2,モンスターの体液,2
フルフルレジスト,0,2,2,2,2,4,10,60,-3,2,2,3,2,雷属性攻撃,2,回復量,1,気絶,-2,,,,,ブヨブヨした皮,2,鉄鉱石,8,とがった爪,2,モンスターの体液,2
レイアメイル,0,1,2,0,2,4,19,107,2,0,-2,0,-3,体力,4,火属性攻撃,2,回復速度,-2,,,,,雌火竜の鱗,4,雌火竜の翼膜,3,火竜の骨髄,1,マカライト鉱石,5
レイアレジスト,0,2,2,0,2,4,10,60,3,1,-1,1,-2,体力,4,火属性攻撃,2,回復速度,-2,,,,,雌火竜の鱗,4,雌火竜の翼膜,3,火竜の骨髄,1,マカライト鉱石,5
アーティアメイル,0,1,3,1,3,5,20,108,0,-3,-3,1,2,ガード強化,5,研ぎ師,-3,気力回復,1,,,,,さびた破片,5,紅蓮石,2,ドラグライト鉱石,4,,
アーティアレジスト,0,2,3,1,3,5,10,60,1,-2,-2,2,3,装填速度,-3,反動,1,精密射撃,5,,,,,さびた破片,5,紅蓮石,2,ドラグライト鉱石,4,,
ザボアメイル,0,1,2,1,2,4,20,108,-2,2,-3,2,0,体力,2,氷属性攻撃,1,肉食,3,腹減り,-2,,,化け鮫の皮,3,化け鮫のヒレ,2,化け鮫の鱗,2,肉厚な皮,3
ザボアレジスト,0,2,2,1,2,4,10,60,-1,3,-2,3,1,体力,2,氷属性攻撃,1,肉食,3,腹減り,-2,,,化け鮫の皮,3,化け鮫のヒレ,2,化け鮫の鱗,2,肉厚な皮,3
ガララメイル,0,1,2,1,2,4,20,108,1,-2,0,-4,1,捕獲,1,聴覚保護,3,気まぐれ,-2,麻痺,1,,,絞蛇竜の鳴甲,2,絞蛇竜の皮,3,絞蛇竜の甲殻,3,ゲネポスの皮,3
ガララレジスト,0,2,2,1,2,4,10,60,2,-1,1,-3,2,捕獲,1,聴覚保護,2,気まぐれ,-2,麻痺,2,,,絞蛇竜の鳴甲,2,絞蛇竜の皮,3,絞蛇竜の甲殻,3,ゲネポスの皮,3
ガノスメイル,0,1,4,0,99,4,20,108,-4,3,-5,2,2,捕獲,3,スタミナ,2,耐暑,3,高速設置,1,,,水竜のヒレ,3,鮫肌の鱗,2,モンスターの体液,2,,
ガノスレジスト,0,2,4,0,99,4,10,60,-3,4,-4,3,3,捕獲,3,スタミナ,2,耐暑,3,高速設置,1,,,水竜のヒレ,3,鮫肌の鱗,2,モンスターの体液,2,,
ギルドバードスーツ,1,1,4,1,3,99,20,108,0,0,0,0,0,運気,2,広域,4,気配,-1,,,,,レビテライト鉱石,1,蟲のコイン,2,牙獣のコイン,5,闘技王のコイン,3
ギルドバードベスト,1,2,4,1,3,99,10,60,1,1,1,1,1,運気,2,広域,4,気配,-1,,,,,レビテライト鉱石,1,蟲のコイン,2,牙獣のコイン,5,闘技王のコイン,3
スカラースーツ,2,1,4,1,3,99,20,108,0,0,0,0,0,運気,2,広域,4,気配,-1,,,,,レビテライト鉱石,1,蟲のコイン,2,牙獣のコイン,5,闘技王のコイン,3
スカラーベスト,2,2,4,1,3,99,10,60,1,1,1,1,1,運気,2,広域,4,気配,-1,,,,,レビテライト鉱石,1,蟲のコイン,2,牙獣のコイン,5,闘技王のコイン,3
ジンオウメイル,0,1,3,0,3,5,21,109,0,-2,2,-4,1,本気,3,雷属性攻撃,1,気配,-2,,,,,雷狼竜の帯電毛,1,雷狼竜の甲殻,2,雷狼竜の蓄電殻,2,雷光虫,10
ジンオウレジスト,0,2,3,0,3,5,10,60,1,-1,3,-3,2,本気,3,雷属性攻撃,1,気配,-2,,,,,雷狼竜の帯電毛,1,雷狼竜の甲殻,2,雷狼竜の蓄電殻,2,雷光虫,10
セルタスメイル,0,1,3,1,3,5,21,109,-3,2,-1,-2,2,砲術,3,斬れ味,2,気力回復,-2,,,,,重甲虫の胸殻,4,重甲虫の円月尾,3,重甲虫の甲殻,2,甲虫の腹袋,4
セルタスレジスト,0,2,3,1,3,5,10,60,-2,3,0,-1,3,砲術,3,榴弾追加,2,気力回復,-2,,,,,重甲虫の胸殻,4,重甲虫の円月尾,3,重甲虫の甲殻,2,甲虫の腹袋,4
ハプルメイル,0,1,2,1,99,5,21,109,2,0,-2,-4,1,納刀,1,食事,2,,,,,,,潜口竜の皮,4,モンスターの体液,1,竜骨【大】,3,,
ハプルレジスト,0,2,2,1,99,5,10,60,3,1,-1,-3,2,納刀,1,食事,1,,,,,,,潜口竜の皮,4,モンスターの体液,1,竜骨【大】,3,,
ギザミメイル,0,1,2,0,99,5,21,109,1,2,-1,-1,0,斬れ味,2,研ぎ師,1,,,,,,,鎌蟹の甲殻,2,大地の結晶,4,キラビートル,1,,
ギザミレジスト,0,2,2,2,99,5,10,60,2,3,0,0,1,防御,-1,貫通弾追加,1,精密射撃,3,,,,,鎌蟹の甲殻,2,大地の結晶,4,キラビートル,1,,
ゴアメイル,0,1,3,0,3,5,21,109,-4,2,-3,1,-2,細菌学,2,匠,2,闘魂,2,火耐性,-3,,,黒蝕竜の鱗,3,黒蝕竜の暗翼,2,黒蝕竜の甲殻,3,黒蝕竜の尻尾,1
ゴアレジスト,0,2,3,0,3,5,11,61,-3,3,-2,2,-1,細菌学,2,闘魂,2,装填数,2,火耐性,-3,,,黒蝕竜の鱗,3,黒蝕竜の暗翼,2,黒蝕竜の甲殻,3,黒蝕竜の尻尾,1
レックスメイル,0,1,3,2,3,5,22,110,2,-1,-4,0,-2,攻撃,2,研ぎ師,-2,食いしん坊,1,,,,,轟竜の爪,5,轟竜の甲殻,3,轟竜の尻尾,1,肉厚な皮,6
レックスレジスト,0,2,3,2,3,5,11,61,3,0,-3,1,-1,反動,-2,攻撃,2,食いしん坊,1,,,,,轟竜の爪,5,轟竜の甲殻,3,轟竜の尻尾,1,肉厚な皮,6
ブラキメイル,0,1,3,1,3,6,22,110,2,-4,0,-2,0,闘魂,3,回避性能,-2,爆弾強化,2,,,,,砕竜の甲殻,4,砕竜の黒曜甲,3,ライトクリスタル,4,鎧竜の翼,2
ブラキレジスト,0,2,3,1,3,6,11,61,3,-3,1,-1,1,闘魂,3,回避性能,-2,爆弾強化,2,,,,,砕竜の甲殻,4,砕竜の黒曜甲,3,ライトクリスタル,4,鎧竜の翼,2
ナルガメイル,0,1,3,1,5,99,22,110,-2,1,-4,1,1,匠,2,回避性能,3,スタミナ,-2,回避距離,2,,,迅竜の黒毛,2,迅竜の骨髄,1,真珠色の柔皮,6,,
ナルガレジスト,0,2,3,1,5,99,11,61,-1,2,-3,2,2,回避性能,3,スタミナ,-2,回避距離,2,装填数,2,,,迅竜の黒毛,2,迅竜の骨髄,1,真珠色の柔皮,6,,
グラビドメイル,0,1,3,2,3,5,23,111,2,-3,0,1,-2,防御,2,ガード性能,1,スタミナ,-1,,,,,鎧竜の甲殻,5,鎧竜の翼,3,上竜骨,3,ドスイーオスの皮,2
グラビドレジスト,0,2,3,2,3,5,12,62,3,-2,1,2,-1,反動,1,防御,2,スタミナ,-1,,,,,鎧竜の甲殻,5,鎧竜の翼,3,上竜骨,3,ドスイーオスの皮,2
レウスメイル,0,1,3,0,3,5,23,111,2,0,-2,0,-3,攻撃,2,火属性攻撃,2,回復量,-2,,,,,火竜の甲殻,2,火竜の鱗,4,火竜の翼膜,3,ドラグライト鉱石,3
レウスレジスト,0,2,3,0,3,5,12,62,3,1,-1,1,-2,攻撃,2,火属性攻撃,1,回復量,-2,,,,,火竜の甲殻,2,火竜の鱗,4,火竜の翼膜,3,ドラグライト鉱石,3
ラヴァメイル,0,1,3,2,99,6,23,111,2,-3,0,0,1,ガード性能,2,回復速度,2,気配,-2,,,,,溶岩竜の鱗,2,溶岩竜のヒレ,3,火炎袋,2,,
ラヴァレジスト,0,2,3,2,99,6,12,62,3,-2,1,1,2,反動,2,回復速度,2,気配,-2,,,,,溶岩竜の鱗,2,溶岩竜のヒレ,3,火炎袋,2,,
ディアブロメイル,0,1,3,1,99,6,23,111,2,0,0,-4,0,匠,2,抜刀会心,2,研ぎ師,-2,納刀,1,耐震,2,上質なねじれた角,1,角竜の甲殻,3,垂皮竜の皮,3,,
ディアブロレジスト,0,2,3,1,99,6,12,62,3,1,1,-3,1,装填速度,3,納刀,1,装填数,2,貫通弾強化,1,精密射撃,-2,上質なねじれた角,1,角竜の甲殻,3,垂皮竜の皮,3,,
ガルルガメイル,0,1,3,1,3,5,24,112,1,-3,1,-2,0,剣術,-1,達人,1,聴覚保護,4,,,,,黒狼鳥の鱗,4,黒狼鳥の甲殻,5,黒狼鳥の翼,3,ドスゲネポスの皮,2
ガルルガレジスト,0,2,3,1,3,5,12,62,2,-2,2,-1,1,達人,1,聴覚保護,4,スタミナ,-1,,,,,黒狼鳥の鱗,4,黒狼鳥の甲殻,5,黒狼鳥の翼,3,ドスゲネポスの皮,2
ガンキンメイル,0,1,3,1,99,5,24,112,2,-4,1,-1,-2,防御,2,スタミナ,-1,減気攻撃,2,,,,,爆鎚竜の耐熱殻,1,盾虫の甲殻,2,上竜骨,3,,
ガンキンレジスト,0,2,3,1,99,5,12,62,3,-3,2,0,-1,防御,2,スタミナ,-1,通常弾強化,2,,,,,爆鎚竜の耐熱殻,1,盾虫の甲殻,2,上竜骨,3,,
ドボルメイル,0,1,3,2,99,6,24,112,-4,2,1,-2,1,攻撃,1,達人,-1,回復速度,2,,,,,尾槌竜の角,2,上竜骨,2,暖かい毛皮,4,,
ドボルレジスト,0,2,3,2,99,6,12,62,-3,3,2,-1,2,攻撃,1,達人,-1,回復速度,2,,,,,尾槌竜の角,2,上竜骨,2,暖かい毛皮,4,,
アークメイル,1,1,3,1,7,6,24,112,-3,3,0,1,-5,本気,2,火耐性,-3,狂撃耐性,2,,,,,天廻龍の鱗,3,天廻龍の虹翼,2,天廻龍の甲殻,3,天廻龍の尻尾,1
アークレジスト,1,2,3,1,7,6,12,62,-2,4,1,2,-4,本気,2,火耐性,-3,狂撃耐性,2,,,,,天廻龍の鱗,3,天廻龍の虹翼,2,天廻龍の甲殻,3,天廻龍の尻尾,1
フィリアメイル,2,1,3,1,7,6,24,112,-3,3,0,1,-5,本気,2,火耐性,-3,狂撃耐性,2,,,,,天廻龍の鱗,3,天廻龍の虹翼,2,天廻龍の甲殻,3,天廻龍の尻尾,1
フィリアレジスト,2,2,3,1,7,6,12,62,-2,4,1,2,-4,本気,2,火耐性,-3,狂撃耐性,2,,,,,天廻龍の鱗,3,天廻龍の虹翼,2,天廻龍の甲殻,3,天廻龍の尻尾,1
残陽【胴当て】,1,1,3,1,4,6,26,112,2,1,-3,2,-3,抜刀減気,1,達人,2,底力,-3,スタミナ,2,,,豪山龍の甲岩殻,6,荒々しい龍角,4,豪龍岩,2,とがった牙,5
東雲【胴当て】,1,2,3,1,4,6,13,62,3,2,-2,3,-2,装填速度,-3,スタミナ,2,無傷,1,貫通弾強化,2,,,豪山龍の甲岩殻,6,荒々しい龍角,4,豪龍岩,2,とがった牙,5
常磐【胸当て】,2,1,3,1,4,6,26,112,2,1,-3,2,-3,抜刀減気,1,達人,2,底力,-3,スタミナ,2,,,豪山龍の甲岩殻,6,荒々しい龍角,4,豪龍岩,2,とがった牙,5
八千代【胸当て】,2,2,3,1,4,6,13,62,3,2,-2,3,-2,装填速度,-3,スタミナ,2,無傷,1,貫通弾強化,2,,,豪山龍の甲岩殻,6,荒々しい龍角,4,豪龍岩,2,とがった牙,5
キリンベスト,0,1,3,1,3,6,26,112,-2,-2,4,0,2,属性耐性,2,運気,-2,属性攻撃,3,,,,,キリンの皮,3,ブヨブヨした皮,3,ゴム質の皮,2,ライトクリスタル,1
キリンケープ,0,2,3,1,3,6,13,62,-1,-1,5,1,3,属性耐性,2,運気,-2,属性攻撃,3,,,,,キリンの皮,3,ブヨブヨした皮,3,ゴム質の皮,2,ライトクリスタル,1
暁丸【胴当て】,1,1,3,1,99,6,26,112,-2,2,0,2,-4,剣術,1,スタミナ,-2,加護,3,,,,,老山龍の甲殻,4,紅蓮石,2,轟竜の頭殻,1,,
曙丸【胴当て】,1,2,3,1,99,6,13,62,-1,3,1,3,-3,スタミナ,-2,装填数,2,加護,3,,,,,老山龍の甲殻,4,紅蓮石,2,轟竜の頭殻,1,,
凛【胸当て】,2,1,3,1,99,6,26,112,-2,2,0,2,-4,剣術,1,スタミナ,-2,加護,3,,,,,老山龍の甲殻,4,紅蓮石,2,轟竜の頭殻,1,,
艶【胸当て】,2,2,3,1,99,6,13,62,-1,3,1,3,-3,スタミナ,-2,装填数,2,加護,3,,,,,老山龍の甲殻,4,紅蓮石,2,轟竜の頭殻,1,,
モンハン部ジャケット,0,1,7,0,1,99,15,109,3,3,3,3,3,加護,10,,,,,,,,,モンハン部入部届,3,縞模様の皮,3,翼蛇竜の皮,3,ギルドチケット,1
モンハン部ジャージ,0,2,7,0,1,99,8,63,4,4,4,4,4,加護,10,,,,,,,,,モンハン部入部届,3,縞模様の皮,3,翼蛇竜の皮,3,ギルドチケット,1
