#名前,"性別(0=両,1=男,2=女)","タイプ(0=両方,1=剣士,2=ガンナー)",レア度,スロット数,入手時期／集☆（99=集入手不可）,入手時期／村☆（99=村入手不可）,初期防御力,最終防御力,火耐性,水耐性,雷耐性,氷耐性,龍耐性,スキル系統1,スキル値1,スキル系統2,スキル値2,スキル系統3,スキル値3,スキル系統4,スキル値4,スキル系統5,スキル値5,生産素材1,個数,生産素材2,個数,生産素材3,個数,生産素材4,個数
ブナハハット,0,0,2,0,1,2,10,102,-4,-1,2,-1,2,攻撃,-2,特殊攻撃,2,納刀,1,麻痺,2,,,飛甲虫の甲殻,2,飛甲虫の羽,3,雷光虫,1,のりこねバッタ,2
ブナハキャップ,0,0,2,0,1,2,5,57,-3,0,3,0,3,攻撃,-2,特殊攻撃,3,納刀,2,麻痺,2,,,飛甲虫の甲殻,2,飛甲虫の羽,3,雷光虫,1,のりこねバッタ,2
ジャギィヘルム,0,0,2,2,1,2,10,102,-2,0,0,0,1,研ぎ師,1,効果持続,-1,気絶,1,,,,,狗竜の皮,3,狗竜の爪,1,ジャギィの鱗,2,鉄鉱石,3
ジャギィキャップ,0,0,2,1,1,2,5,57,-1,1,1,1,2,装填速度,2,効果持続,-1,気絶,2,,,,,狗竜の皮,3,狗竜の爪,1,ジャギィの鱗,2,鉄鉱石,3
ズワロフード,0,0,2,2,2,3,10,102,-2,2,0,-1,1,体力,2,回復速度,5,睡眠,-1,,,,,垂皮竜の皮,2,マカライト鉱石,4,暖かい毛皮,3,,
ズワロフッド,0,0,2,3,2,3,5,57,-1,3,1,0,2,体力,2,回復速度,4,睡眠,-1,,,,,垂皮竜の皮,2,マカライト鉱石,4,暖かい毛皮,3,,
ゲネポスヘルム,0,0,2,1,2,3,12,102,1,1,-2,-3,2,特殊攻撃,2,麻痺,1,,,,,,,ドスゲネポスの皮,2,ゲネポスの鱗,3,鉄鉱石,4,竜骨【小】,2
ゲネポスキャップ,0,0,2,2,2,3,6,57,2,2,-1,-2,3,特殊攻撃,1,麻痺,1,,,,,,,ドスゲネポスの皮,2,ゲネポスの鱗,3,鉄鉱石,4,竜骨【小】,2
ランポスヘルム,0,0,2,1,1,2,13,103,0,0,0,-4,2,攻撃,2,千里眼,2,麻痺,-1,気絶,1,,,ドスランポスの皮,3,ドスランポスの爪,1,ランポスの鱗,2,のりこねバッタ,2
ランポスキャップ,0,0,2,2,1,2,7,58,1,1,1,-3,3,攻撃,1,千里眼,2,麻痺,-1,気絶,1,,,ドスランポスの皮,3,ドスランポスの爪,1,ランポスの鱗,2,のりこねバッタ,2
アシラヘルム,0,0,2,1,99,3,13,103,-2,1,0,-1,1,食いしん坊,4,腹減り,-2,ハチミツ,2,,,,,青熊獣の甲殻,2,青熊獣の毛,2,のりこねバッタ,2,,
アシラキャップ,0,0,2,2,99,3,7,58,-1,2,1,0,2,食いしん坊,3,腹減り,-2,ハチミツ,3,,,,,青熊獣の甲殻,2,青熊獣の毛,2,のりこねバッタ,2,,
ハイメタヘルム,0,0,2,1,2,4,14,102,-2,-2,3,-1,0,砲術,1,体力,2,スタミナ,-2,,,,,ドラグライト鉱石,2,マカライト鉱石,3,ライトクリスタル,1,大地の結晶,2
ハイメタキャップ,0,0,2,1,2,4,7,58,-1,-1,4,0,1,砲術,1,体力,2,スタミナ,-2,,,,,ドラグライト鉱石,2,マカライト鉱石,3,ライトクリスタル,1,大地の結晶,2
バトルヘルム,0,0,2,2,3,5,14,102,2,-2,-2,-1,0,攻撃,2,研ぎ師,1,,,,,,,縞模様の皮,2,鉄鉱石,5,盾虫の甲殻,4,大地の結晶,2
バトルキャップ,0,0,2,2,3,5,7,58,3,-1,-1,0,1,装填速度,1,攻撃,2,,,,,,,縞模様の皮,2,鉄鉱石,5,盾虫の甲殻,4,大地の結晶,2
ケチャヘルム,0,0,2,0,1,3,14,102,-3,2,-2,0,2,運気,-2,水属性攻撃,3,気まぐれ,2,,,,,奇猿狐の毛,3,奇猿狐の尻尾,1,大きな骨,2,のりこねバッタ,2
ケチャキャップ,0,0,2,0,1,3,7,58,-2,3,-1,1,3,運気,-1,水属性攻撃,3,気まぐれ,2,,,,,奇猿狐の毛,3,奇猿狐の尻尾,1,大きな骨,2,のりこねバッタ,2
ゲリョスヘルム,0,0,2,1,1,3,14,102,-4,1,2,-2,0,スタミナ,1,腹減り,-2,毒,2,,,,,ゴム質の皮,2,大地の結晶,2,ゲネポスの皮,2,鉄鉱石,5
ゲリョスキャップ,0,0,2,1,1,3,7,58,-3,2,3,-1,1,スタミナ,1,腹減り,-2,毒,2,,,,,ゴム質の皮,2,大地の結晶,2,ゲネポスの皮,2,鉄鉱石,5
コンガヘルム,0,0,2,1,2,4,14,102,-3,1,1,-1,2,細菌学,2,食いしん坊,4,腹減り,-2,,,,,極彩色の毛,1,桃毛獣の毛,2,とがった爪,3,のりこねバッタ,2
コンガキャップ,0,0,2,1,2,4,7,58,-2,2,2,0,3,細菌学,2,食いしん坊,4,腹減り,-2,,,,,極彩色の毛,1,桃毛獣の毛,2,とがった爪,3,のりこねバッタ,2
ルドロスヘルム,0,0,2,0,99,3,15,103,-3,2,-1,-1,1,スタミナ,2,水属性攻撃,2,雷耐性,-2,耐暑,2,,,水獣の爪,2,マカライト鉱石,2,ランポスの皮,2,のりこねバッタ,2
ルドロスキャップ,0,0,2,0,99,3,7,58,-2,3,0,0,2,スタミナ,3,水属性攻撃,3,雷耐性,-2,耐暑,2,,,水獣の爪,2,マカライト鉱石,2,ランポスの皮,2,のりこねバッタ,2
ウルクヘルム,0,0,2,3,2,4,15,103,-2,2,-1,2,2,回避距離,2,耐暑,-1,耐寒,2,,,,,白兎獣の耳,2,大きな骨,2,狗竜の皮,4,氷結晶,2
ウルクキャップ,0,0,2,3,2,4,8,58,-1,3,0,3,3,回避距離,2,耐暑,-1,耐寒,2,,,,,白兎獣の耳,2,大きな骨,2,狗竜の皮,4,氷結晶,2
イーオスヘルム,0,0,2,2,3,5,15,103,0,-3,-3,2,2,特殊攻撃,2,毒,2,気絶,-2,,,,,ドスイーオスの皮,3,イーオスの皮,2,イーオスの鱗,4,鉄鉱石,2
イーオスキャップ,0,0,2,2,3,5,8,58,1,-2,-2,3,3,特殊攻撃,2,毒,3,気絶,-2,,,,,ドスイーオスの皮,3,イーオスの皮,2,イーオスの鱗,4,鉄鉱石,2
ガブラスヘッド,0,0,2,1,3,99,15,103,1,-2,2,1,-3,属性解放,1,属性耐性,-2,毒,4,,,,,翼蛇竜の頭,1,火竜の翼膜,3,モンスターの体液,2,蟲のコイン,1
ガブラスフェイス,0,0,2,1,3,99,8,58,2,-1,3,2,-2,属性解放,1,属性耐性,-2,毒,4,,,,,翼蛇竜の頭,1,火竜の翼膜,3,モンスターの体液,2,蟲のコイン,1
カブラヘルム,0,0,2,1,1,3,16,104,2,-3,-2,0,1,防御,2,採取,-2,体力,3,,,,,鬼蛙の大牙,2,厳めしい頭骨,1,鬼蛙の甲殻,2,マカライト鉱石,2
カブラキャップ,0,0,2,2,1,3,8,58,3,-2,-1,1,2,防御,2,採取,-2,体力,2,,,,,鬼蛙の大牙,2,厳めしい頭骨,1,鬼蛙の甲殻,2,マカライト鉱石,2
クックヘルム,0,0,2,1,1,2,16,104,2,-1,-2,-3,2,攻撃,2,火属性攻撃,4,水耐性,-2,,,,,怪鳥の耳,2,怪鳥の甲殻,2,怪鳥の翼膜,1,ランポスの皮,2
クックキャップ,0,0,2,2,1,2,8,58,3,0,-1,-2,3,攻撃,2,火属性攻撃,4,水耐性,-3,,,,,怪鳥の耳,2,怪鳥の甲殻,2,怪鳥の翼膜,1,ランポスの皮,2
キングロブスタヘルム,0,0,4,1,99,4,16,104,-2,5,-5,2,-2,回避性能,3,回避距離,1,火耐性,-3,,,,,エビの尾扇,1,エビの小殻,2,化け鮫のヒレ,2,のりこねバッタ,3
Ｋ・ロブスタキャップ,0,0,4,2,99,4,8,58,-1,6,-4,3,-1,回避性能,3,回避距離,1,火耐性,-3,,,,,エビの尾扇,1,エビの小殻,2,化け鮫のヒレ,2,のりこねバッタ,3
ボロスヘルム,0,0,2,1,99,4,18,106,0,0,1,-2,0,攻撃,3,ガード性能,3,腹減り,-2,,,,,土砂竜の甲殻,1,土砂竜の頭殻,1,草食竜の頭殻,2,,
ボロスキャップ,0,0,2,1,99,4,8,58,1,1,2,-1,1,攻撃,3,防御,1,精密射撃,1,腹減り,-2,,,土砂竜の甲殻,1,土砂竜の頭殻,1,草食竜の頭殻,2,,
インゴットヘルム,0,0,3,1,3,5,18,106,-2,-2,2,0,0,ガード強化,2,納刀,3,雷属性攻撃,1,気まぐれ,-2,,,紅蓮石,2,ドラグライト鉱石,2,大地の結晶,5,ライトクリスタル,1
インゴットキャップ,0,0,3,1,3,5,8,58,-1,-1,3,1,1,反動,3,散弾強化,2,雷属性攻撃,1,気まぐれ,-2,,,紅蓮石,2,ドラグライト鉱石,2,大地の結晶,5,ライトクリスタル,1
バサルヘルム,0,0,2,2,2,3,18,106,0,-2,1,1,-3,耐暑,1,睡眠,2,,,,,,,岩竜の甲殻,3,マカライト鉱石,5,怪鳥の鱗,2,キレアジ,10
バサルキャップ,0,0,2,2,2,3,9,59,1,-1,2,2,-2,耐暑,1,睡眠,2,,,,,,,岩竜の甲殻,3,マカライト鉱石,5,怪鳥の鱗,2,キレアジ,10
ガーディアンヘルム,1,0,4,2,2,99,18,106,0,0,0,0,0,採取,-2,運気,2,砲術,1,加護,4,,,ドラグライト鉱石,2,闘技王のコイン,3,鳥竜のコイン,3,,
ガーディアンマスク,1,0,4,2,2,99,9,59,1,1,1,1,1,採取,-2,運気,2,広域,3,加護,2,,,ドラグライト鉱石,2,闘技王のコイン,3,鳥竜のコイン,3,,
ヘルパーフード,2,0,4,2,2,99,18,106,0,0,0,0,0,採取,-2,運気,2,砲術,1,加護,4,,,ドラグライト鉱石,2,闘技王のコイン,3,鳥竜のコイン,3,,
ヘルパーキャップ,2,0,4,2,2,99,9,59,1,1,1,1,1,採取,-2,運気,2,広域,3,加護,2,,,ドラグライト鉱石,2,闘技王のコイン,3,鳥竜のコイン,3,,
ロワーガテスタ,1,0,4,1,3,5,18,106,-4,0,3,-1,1,剣術,1,聴覚保護,3,龍属性攻撃,1,加護,-3,ハチミツ,2,オオクワアゲハ,1,レビテライト鉱石,2,雷光虫,5,不死虫,10
ロワーガカプト,1,0,4,1,3,5,9,59,-3,1,4,0,2,速射,1,聴覚保護,3,龍属性攻撃,1,加護,-3,ハチミツ,2,オオクワアゲハ,1,レビテライト鉱石,2,雷光虫,5,不死虫,10
ファルメルテスタ,2,0,4,1,3,5,18,106,-4,0,3,-1,1,剣術,1,聴覚保護,3,龍属性攻撃,1,加護,-3,ハチミツ,2,オオクワアゲハ,1,レビテライト鉱石,2,雷光虫,5,不死虫,10
ファルメルカプト,2,0,4,1,3,5,9,59,-3,1,4,0,2,速射,1,聴覚保護,3,龍属性攻撃,1,加護,-3,ハチミツ,2,オオクワアゲハ,1,レビテライト鉱石,2,雷光虫,5,不死虫,10
マギュルフロール,0,0,4,0,4,99,19,107,-4,1,0,2,0,属性解放,2,溜め短縮,1,調合成功率,5,調合数,2,回復速度,2,ペピポパンプキン,5,キラビートル,3,ノヴァクリスタル,5,怪力の種,3
マギュルブルーメ,0,0,4,0,4,99,9,59,-3,2,1,3,1,属性解放,2,溜め短縮,1,調合成功率,5,調合数,2,回復速度,2,ペピポパンプキン,5,キラビートル,3,ノヴァクリスタル,5,怪力の種,3
スキュラヘルム,0,0,2,1,2,4,19,107,-2,2,-2,1,2,観察眼,3,腹減り,-2,高速設置,2,睡眠,2,,,影蜘蛛の鋏角,2,影蜘蛛の甲殻,1,影蜘蛛の棘,1,盾虫の甲殻,2
スキュラキャップ,0,0,2,1,2,4,9,59,-1,3,-1,2,3,観察眼,4,腹減り,-2,高速設置,1,睡眠,2,,,影蜘蛛の鋏角,2,影蜘蛛の甲殻,1,影蜘蛛の棘,1,盾虫の甲殻,2
フルフルヘルム,0,0,2,1,2,4,19,107,-4,1,1,2,1,雷属性攻撃,2,回復量,2,,,,,,,アルビノの中落ち,1,ブヨブヨした皮,2,大地の結晶,4,モンスターの体液,2
フルフルキャップ,0,0,2,2,2,4,10,60,-3,2,2,3,2,雷属性攻撃,2,回復量,2,,,,,,,アルビノの中落ち,1,ブヨブヨした皮,2,大地の結晶,4,モンスターの体液,2
レイアヘルム,0,0,2,1,2,4,19,107,2,0,-2,0,-3,体力,3,火属性攻撃,2,回復速度,-2,,,,,雌火竜の棘,1,雌火竜の鱗,4,雌火竜の甲殻,3,大地の結晶,5
レイアキャップ,0,0,2,1,2,4,10,60,3,1,-1,1,-2,体力,3,火属性攻撃,2,回復速度,-2,,,,,雌火竜の棘,1,雌火竜の鱗,4,雌火竜の甲殻,3,大地の結晶,5
ザボアヘルム,0,0,2,1,2,4,20,108,-2,2,-3,2,0,体力,1,氷属性攻撃,2,肉食,4,腹減り,-2,,,化け鮫の鋸歯,2,化け鮫の刃尾,1,化け鮫の皮,3,カワズの油,1
ザボアキャップ,0,0,2,2,2,4,10,60,-1,3,-2,3,1,体力,1,氷属性攻撃,2,肉食,3,腹減り,-2,,,化け鮫の鋸歯,2,化け鮫の刃尾,1,化け鮫の皮,3,カワズの油,1
ガララヘルム,0,0,2,2,2,4,20,108,1,-2,0,-4,1,捕獲,1,聴覚保護,3,気まぐれ,-2,麻痺,2,,,絞蛇竜の鳴甲,3,絞蛇竜の甲殻,4,寒気立つクチバシ,1,ゲネポスの鱗,4
ガララキャップ,0,0,2,2,2,4,10,60,2,-1,1,-3,2,捕獲,1,聴覚保護,4,気まぐれ,-3,麻痺,1,,,絞蛇竜の鳴甲,3,絞蛇竜の甲殻,4,寒気立つクチバシ,1,ゲネポスの鱗,4
ガノスヘルム,0,0,4,1,99,4,20,108,-4,3,-5,2,2,捕獲,2,スタミナ,2,耐暑,3,高速設置,3,,,水竜の鱗,1,水竜のヒレ,2,ドラグライト鉱石,2,,
ガノスキャップ,0,0,4,1,99,4,10,60,-3,4,-4,3,3,捕獲,3,スタミナ,3,耐暑,3,高速設置,3,,,水竜の鱗,1,水竜のヒレ,2,ドラグライト鉱石,2,,
ギルドバードロポス,1,0,4,1,3,99,20,108,0,0,0,0,0,運気,1,広域,3,気配,-3,,,,,レビテライト鉱石,1,蟲のコイン,2,鳥竜のコイン,3,闘技王のコイン,3
ギルドバードハット,1,0,4,1,3,99,10,60,1,1,1,1,1,運気,1,広域,3,気配,-3,,,,,レビテライト鉱石,1,蟲のコイン,2,鳥竜のコイン,3,闘技王のコイン,3
スカラーフード,2,0,4,1,3,99,20,108,0,0,0,0,0,運気,1,広域,3,気配,-3,,,,,レビテライト鉱石,1,蟲のコイン,2,鳥竜のコイン,3,闘技王のコイン,3
スカラーベレー,2,0,4,1,3,99,10,60,1,1,1,1,1,運気,1,広域,3,気配,-3,,,,,レビテライト鉱石,1,蟲のコイン,2,鳥竜のコイン,3,闘技王のコイン,3
ジンオウヘルム,0,0,3,2,3,5,21,109,0,-2,2,-4,1,本気,1,雷属性攻撃,1,気配,-2,,,,,雷狼竜の角,1,雷狼竜の帯電毛,2,雷狼竜の甲殻,2,徹甲虫の甲殻,3
ジンオウキャップ,0,0,3,2,3,5,10,60,1,-1,3,-3,2,本気,1,雷属性攻撃,2,気配,-2,,,,,雷狼竜の角,1,雷狼竜の帯電毛,2,雷狼竜の甲殻,2,徹甲虫の甲殻,3
セルタスヘルム,0,0,3,1,3,5,21,109,-3,2,-1,-2,2,砲術,3,斬れ味,3,気力回復,-2,,,,,重甲虫の甲殻,4,重甲虫の大顎,2,重甲虫の円月尾,1,徹甲虫の角,1
セルタスキャップ,0,0,3,2,3,5,10,60,-2,3,0,-1,3,砲術,3,装填数,2,気力回復,-2,,,,,重甲虫の甲殻,4,重甲虫の大顎,2,重甲虫の円月尾,1,徹甲虫の角,1
ハプルヘルム,0,0,2,1,99,5,21,109,2,0,-2,-4,1,納刀,1,食事,2,,,,,,,鮮やかな体液,1,潜口竜の皮,2,竜骨【中】,2,,
ハプルキャップ,0,0,2,1,99,5,10,60,3,1,-1,-3,2,納刀,2,食事,3,,,,,,,鮮やかな体液,1,潜口竜の皮,2,竜骨【中】,2,,
ギザミヘルム,0,0,2,1,99,5,21,109,1,2,-1,-1,0,匠,1,達人,-1,斬れ味,2,研ぎ師,1,,,鎌蟹の鋏,1,鎌蟹の甲殻,2,とがった爪,2,,
ギザミキャップ,0,0,2,2,99,5,10,60,2,3,0,0,1,防御,-1,貫通弾強化,2,貫通弾追加,1,精密射撃,1,,,鎌蟹の鋏,1,鎌蟹の甲殻,2,とがった爪,2,,
ゴアヘルム,0,0,3,1,3,5,21,109,-4,2,-3,1,-2,細菌学,2,闘魂,4,火耐性,-3,,,,,黒蝕竜の触角,2,黒蝕竜の鱗,3,穢れた竜鱗,3,徹甲虫の羽,3
ゴアキャップ,0,0,3,2,3,5,11,61,-3,3,-2,2,-1,細菌学,2,闘魂,3,火耐性,-3,,,,,黒蝕竜の触角,2,黒蝕竜の鱗,3,穢れた竜鱗,3,徹甲虫の羽,3
レックスヘルム,0,0,3,1,3,5,22,110,2,-1,-4,0,-2,攻撃,3,研ぎ師,-2,食いしん坊,4,,,,,轟竜の頭殻,1,轟竜の牙,4,轟竜の鱗,3,鮫肌の鱗,2
レックスキャップ,0,0,3,1,3,5,11,61,3,0,-3,1,-1,反動,-2,攻撃,4,食いしん坊,4,,,,,轟竜の頭殻,1,轟竜の牙,4,轟竜の鱗,3,鮫肌の鱗,2
ブラキヘルム,0,0,3,1,3,6,22,110,2,-4,0,-2,0,闘魂,2,回避性能,-2,爆弾強化,2,,,,,砕竜の黒曜甲,3,砕竜の頭殻,1,なぞの粘菌,3,紅蓮石,2
ブラキキャップ,0,0,3,1,3,6,11,61,3,-3,1,-1,1,闘魂,3,回避性能,-2,爆弾強化,2,,,,,砕竜の黒曜甲,3,砕竜の頭殻,1,なぞの粘菌,3,紅蓮石,2
ナルガヘルム,0,0,3,1,99,5,22,110,-2,1,-4,1,1,匠,1,回避性能,1,スタミナ,-2,回避距離,3,,,迅竜の黒毛,5,狗竜の皮,5,縞模様の皮,5,,
ナルガキャップ,0,0,3,1,99,5,11,61,-1,2,-3,2,2,回避性能,2,スタミナ,-2,回避距離,3,装填数,1,,,迅竜の黒毛,5,狗竜の皮,5,縞模様の皮,5,,
グラビドヘルム,0,0,3,1,3,5,23,111,2,-3,0,1,-2,防御,2,ガード性能,3,スタミナ,-1,,,,,鎧竜の甲殻,4,鎧竜の頭殻,2,竜骨【大】,3,イーオスの皮,4
グラビドキャップ,0,0,3,1,3,5,12,62,3,-2,1,2,-1,反動,3,防御,2,スタミナ,-1,,,,,鎧竜の甲殻,4,鎧竜の頭殻,2,竜骨【大】,3,イーオスの皮,4
レウスヘルム,0,0,3,0,3,5,23,111,2,0,-2,0,-3,攻撃,3,火属性攻撃,1,回復量,-2,,,,,火竜の鱗,3,火竜の甲殻,3,火竜の翼爪,1,ドラグライト鉱石,3
レウスキャップ,0,0,3,0,3,5,12,62,3,1,-1,1,-2,攻撃,4,火属性攻撃,2,回復量,-2,,,,,火竜の鱗,3,火竜の甲殻,3,火竜の翼爪,1,ドラグライト鉱石,3
ラヴァヘルム,0,0,3,2,99,6,23,111,2,-3,0,0,1,ガード性能,1,回復速度,2,気配,-2,,,,,溶岩竜のヒレ,1,溶岩竜の鱗,3,縞模様の皮,2,,
ラヴァキャップ,0,0,3,2,99,6,12,62,3,-2,1,1,2,反動,2,回復速度,2,気配,-2,,,,,溶岩竜のヒレ,1,溶岩竜の鱗,3,縞模様の皮,2,,
ディアブロヘルム,0,0,3,2,99,6,23,111,2,0,0,-4,0,匠,2,抜刀会心,3,研ぎ師,-2,納刀,2,耐震,1,角竜の甲殻,4,上竜骨,2,垂皮竜の皮,2,,
ディアブロキャップ,0,0,3,2,99,6,12,62,3,1,1,-3,1,装填速度,3,納刀,2,装填数,2,貫通弾強化,1,精密射撃,-2,角竜の甲殻,4,上竜骨,2,垂皮竜の皮,2,,
ガルルガヘルム,0,0,3,2,3,5,24,112,1,-3,1,-2,0,達人,3,聴覚保護,2,,,,,,,黒狼鳥の耳,2,尖ったクチバシ,2,黒狼鳥の甲殻,3,黒狼鳥のたてがみ,2
ガルルガキャップ,0,0,3,2,3,5,12,62,2,-2,2,-1,1,達人,3,聴覚保護,2,,,,,,,黒狼鳥の耳,2,尖ったクチバシ,2,黒狼鳥の甲殻,3,黒狼鳥のたてがみ,2
ガンキンヘルム,0,0,3,1,99,5,24,112,2,-4,1,-1,-2,防御,3,スタミナ,-1,減気攻撃,1,,,,,爆鎚竜の骨髄,1,爆鎚竜の耐熱殻,3,ドラグライト鉱石,3,,
ガンキンキャップ,0,0,3,1,99,5,12,62,3,-3,2,0,-1,防御,4,スタミナ,-1,通常弾強化,1,,,,,爆鎚竜の骨髄,1,爆鎚竜の耐熱殻,3,ドラグライト鉱石,3,,
ドボルヘルム,0,0,3,2,99,6,24,112,-4,2,1,-2,1,攻撃,3,達人,-1,回復速度,1,,,,,尾槌竜の角,2,上竜骨,2,草食竜の甲殻,3,,
ドボルキャップ,0,0,3,1,99,6,12,62,-3,3,2,-1,2,攻撃,4,達人,-1,回復速度,3,,,,,尾槌竜の角,2,上竜骨,2,草食竜の甲殻,3,,
アークヘルム,1,0,3,1,7,6,24,112,-3,3,0,1,-5,本気,4,火耐性,-3,狂撃耐性,2,,,,,天廻龍の角,2,天廻龍の鱗,3,純白の龍鱗,2,ライトクリスタル,2
アークキャップ,1,0,3,2,7,6,12,62,-2,4,1,2,-4,本気,3,火耐性,-3,狂撃耐性,2,,,,,天廻龍の角,2,天廻龍の鱗,3,純白の龍鱗,2,ライトクリスタル,2
フィリアヘルム,2,0,3,1,7,6,24,112,-3,3,0,1,-5,本気,4,火耐性,-3,狂撃耐性,2,,,,,天廻龍の角,2,天廻龍の鱗,3,純白の龍鱗,2,ライトクリスタル,2
フィリアキャップ,2,0,3,2,7,6,12,62,-2,4,1,2,-4,本気,3,火耐性,-3,狂撃耐性,2,,,,,天廻龍の角,2,天廻龍の鱗,3,純白の龍鱗,2,ライトクリスタル,2
残陽【兜】,1,0,3,2,4,6,26,112,2,1,-3,2,-3,抜刀減気,2,達人,1,底力,-3,スタミナ,3,,,荒々しい龍角,4,豪山龍の紅鱗,5,豪山龍の甲岩殻,3,雌火竜の逆鱗,1
東雲【陣笠】,1,0,3,2,4,6,13,62,3,2,-2,3,-2,装填速度,-3,スタミナ,2,無傷,2,貫通弾強化,2,,,荒々しい龍角,4,豪山龍の紅鱗,5,豪山龍の甲岩殻,3,雌火竜の逆鱗,1
常磐【兜】,2,0,3,2,4,6,26,112,2,1,-3,2,-3,抜刀減気,2,達人,1,底力,-3,スタミナ,3,,,荒々しい龍角,4,豪山龍の紅鱗,5,豪山龍の甲岩殻,3,雌火竜の逆鱗,1
八千代【冠】,2,0,3,2,4,6,13,62,3,2,-2,3,-2,装填速度,-3,スタミナ,2,無傷,2,貫通弾強化,2,,,荒々しい龍角,4,豪山龍の紅鱗,5,豪山龍の甲岩殻,3,雌火竜の逆鱗,1
キリンホーン,0,0,3,2,3,6,26,112,-2,-2,4,0,2,属性耐性,2,運気,-2,属性攻撃,1,,,,,キリンの皮,5,キリンの雷角,3,キリンのたてがみ,2,黒狼鳥のたてがみ,2
キリンコルノ,0,0,3,2,3,6,13,62,-1,-1,5,1,3,属性耐性,2,運気,-2,属性攻撃,1,,,,,キリンの皮,5,キリンの雷角,3,キリンのたてがみ,2,黒狼鳥のたてがみ,2
暁丸【兜】,1,0,3,1,99,6,26,112,-2,2,0,2,-4,剣術,2,スタミナ,-1,重撃,2,加護,2,,,老山龍の角,1,老山龍の甲殻,4,砕竜の頭殻,1,,
曙丸【烏帽子】,1,0,3,2,99,6,13,62,-1,3,1,3,-3,スタミナ,-1,重撃,2,装填数,1,加護,2,,,老山龍の角,1,老山龍の甲殻,4,砕竜の頭殻,1,,
凛【鉢金】,2,0,3,1,99,6,26,112,-2,2,0,2,-4,剣術,2,スタミナ,-1,重撃,2,加護,2,,,老山龍の角,1,老山龍の甲殻,4,砕竜の頭殻,1,,
艶【鉢金】,2,0,3,2,99,6,13,62,-1,3,1,3,-3,スタミナ,-1,重撃,2,装填数,1,加護,2,,,老山龍の角,1,老山龍の甲殻,4,砕竜の頭殻,1,,
ガーグァフェイク,0,0,3,0,1,2,5,57,-4,-2,-1,2,1,調合成功率,10,,,,,,,,,丸鳥の羽,3,鉄鉱石,10,,,,
ジャギィフェイク,0,0,3,0,1,2,6,57,0,0,0,0,0,肉食,10,,,,,,,,,狗竜の頭,1,狗竜の皮,3,王者のエリマキ,1,,
友情の羽飾り,0,0,3,2,3,6,11,61,0,0,0,0,0,指揮,7,,,,,,,,,オトモチケット,3,勇気の証,3,肉球のスタンプ,3,,
竜王の隻眼,0,0,3,2,3,6,11,61,2,2,2,2,2,狂撃耐性,6,,,,,,,,,勇気の証,5,黒蝕竜の暗翼,2,黒蝕竜の鱗,5,レビテライト鉱石,5
ケロロフェイク,0,0,7,0,1,99,10,63,0,7,-5,2,-2,爆弾強化,10,根性,4,,,,,,,ケロンスター,3,厳めしい頭骨,2,化け鮫の鋸歯,2,カワズの油,3
