#名前,"性別(0=両,1=男,2=女)","タイプ(0=両方,1=剣士,2=ガンナー)",レア度,スロット数,入手時期／集☆（99=集入手不可）,入手時期／村☆（99=村入手不可）,初期防御力,最終防御力,火耐性,水耐性,雷耐性,氷耐性,龍耐性,スキル系統1,スキル値1,スキル系統2,スキル値2,スキル系統3,スキル値3,スキル系統4,スキル値4,スキル系統5,スキル値5,生産素材1,個数,生産素材2,個数,生産素材3,個数,生産素材4,個数
ランポスフォールド,0,1,2,2,1,2,13,103,0,0,0,-4,2,攻撃,2,気絶,3,,,,,,,ドスランポスの皮,2,鳴き袋,2,ランポスの皮,3,大地の結晶,2
ランポスコート,0,2,2,2,1,2,7,58,1,1,1,-3,3,攻撃,2,気絶,3,,,,,,,ドスランポスの皮,2,鳴き袋,2,ランポスの皮,3,大地の結晶,2
アシラフォールド,0,1,2,1,99,3,13,103,-2,1,0,-1,1,高速収集,2,食いしん坊,1,腹減り,-2,ハチミツ,4,,,青熊獣の毛,2,青熊獣の甲殻,1,のりこねバッタ,2,,
アシラコート,0,2,2,1,99,3,7,58,-1,2,1,0,2,高速収集,2,食いしん坊,1,腹減り,-2,ハチミツ,3,,,青熊獣の毛,2,青熊獣の甲殻,1,のりこねバッタ,2,,
ハイメタフォールド,0,1,2,2,2,4,14,102,-2,-2,3,-1,0,砲術,1,体力,2,スタミナ,-2,,,,,ドラグライト鉱石,2,マカライト鉱石,5,鉄鉱石,2,とがった牙,2
ハイメタコート,0,2,2,2,2,4,7,58,-1,-1,4,0,1,砲術,1,体力,2,スタミナ,-2,,,,,ドラグライト鉱石,2,マカライト鉱石,5,鉄鉱石,2,とがった牙,2
バトルフォールド,0,1,2,1,3,5,14,102,2,-2,-2,-1,0,攻撃,1,研ぎ師,3,,,,,,,翼蛇竜の皮,2,暖かい毛皮,2,ランポスの皮,3,大地の結晶,2
バトルコート,0,2,2,1,3,5,7,58,3,-1,-1,0,1,装填速度,3,攻撃,1,,,,,,,翼蛇竜の皮,2,暖かい毛皮,2,ランポスの皮,3,大地の結晶,2
ケチャフォールド,0,1,2,1,1,3,14,102,-3,2,-2,0,2,運気,-2,水属性攻撃,2,気まぐれ,2,,,,,奇猿狐の長骨,2,奇猿狐の耳,1,竜骨【小】,2,ツタの葉,3
ケチャコート,0,2,2,1,1,3,7,58,-2,3,-1,1,3,運気,-2,水属性攻撃,2,気まぐれ,2,,,,,奇猿狐の長骨,2,奇猿狐の耳,1,竜骨【小】,2,ツタの葉,3
ゲリョスフォールド,0,1,2,1,1,3,14,102,-4,1,2,-2,0,スタミナ,1,腹減り,-2,毒,2,,,,,毒袋,1,大地の結晶,2,ゴム質の皮,2,,
ゲリョスコート,0,2,2,1,1,3,7,58,-3,2,3,-1,1,スタミナ,1,腹減り,-2,毒,2,,,,,毒袋,1,大地の結晶,2,ゴム質の皮,2,,
コンガフォールド,0,1,2,1,2,4,14,102,-3,1,1,-1,2,細菌学,1,食いしん坊,2,腹減り,-2,,,,,桃毛獣の牙,3,桃毛獣の毛,3,徹甲虫の甲殻,1,大きな骨,2
コンガコート,0,2,2,1,2,4,7,58,-2,2,2,0,3,細菌学,1,食いしん坊,2,腹減り,-2,,,,,桃毛獣の牙,3,桃毛獣の毛,3,徹甲虫の甲殻,1,大きな骨,2
ルドロスフォールド,0,1,2,1,99,3,15,103,-3,2,-1,-1,1,スタミナ,3,水属性攻撃,1,雷耐性,-1,耐暑,2,,,海綿質の皮,3,ランポスの皮,3,竜骨【小】,2,大地の結晶,3
ルドロスコート,0,2,2,1,99,3,7,58,-2,3,0,0,2,スタミナ,2,水属性攻撃,1,雷耐性,-2,耐暑,2,,,海綿質の皮,3,ランポスの皮,3,竜骨【小】,2,大地の結晶,3
ウルクフォールド,0,1,2,1,2,4,15,103,-2,2,-1,2,2,回避距離,2,耐暑,-1,耐寒,2,,,,,白兎獣の毛,3,白兎獣の氷爪,1,大きな骨,2,キラビートル,3
ウルクコート,0,2,2,1,2,4,8,58,-1,3,0,3,3,回避距離,2,耐暑,-1,耐寒,2,,,,,白兎獣の毛,3,白兎獣の氷爪,1,大きな骨,2,キラビートル,3
イーオスフォールド,0,1,2,1,3,5,15,103,0,-3,-3,2,2,特殊攻撃,1,毒,5,気絶,-2,,,,,ドスイーオスの皮,2,竜骨【中】,3,イーオスの鱗,2,マカライト鉱石,3
イーオスコート,0,2,2,2,3,5,8,58,1,-2,-2,3,3,特殊攻撃,1,毒,4,気絶,-2,,,,,ドスイーオスの皮,2,竜骨【中】,3,イーオスの鱗,2,マカライト鉱石,3
ガブラスーツベルト,0,1,2,0,3,99,15,103,1,-2,2,1,-3,胴系統倍化,1,,,,,,,,,翼蛇竜の皮,4,上竜骨,1,モンスターの体液,3,蟲のコイン,1
ガブラスーツバンド,0,2,2,0,3,99,8,58,2,-1,3,2,-2,胴系統倍化,1,,,,,,,,,翼蛇竜の皮,4,上竜骨,1,モンスターの体液,3,蟲のコイン,1
カブラフォールド,0,1,2,0,1,3,16,104,2,-3,-2,0,1,防御,4,採取,-1,体力,1,研ぎ師,1,,,鬼蛙の鱗,3,草食竜の頭殻,2,大きな骨,3,なぞの骨,4
カブラコート,0,2,2,0,1,3,8,58,3,-2,-1,1,2,装填速度,1,防御,4,採取,-1,体力,1,,,鬼蛙の鱗,3,草食竜の頭殻,2,大きな骨,3,なぞの骨,4
クックフォールド,0,1,2,2,1,3,16,104,2,-1,-2,-3,2,攻撃,1,聴覚保護,-2,スタミナ,3,,,,,怪鳥の鱗,2,怪鳥の甲殻,3,竜骨【中】,1,,
クックコート,0,2,2,2,1,3,8,58,3,0,-1,-2,3,攻撃,1,聴覚保護,-2,スタミナ,3,,,,,怪鳥の鱗,2,怪鳥の甲殻,3,竜骨【中】,1,,
Ｋ・ロブスタコイル,0,1,4,0,99,4,16,104,-2,5,-5,2,-2,回避性能,2,回避距離,3,火耐性,-3,,,,,エビの尾扇,2,化け鮫のヒレ,1,モンスターの体液,2,徹甲虫の羽,2
Ｋ・ロブスタコート,0,2,4,0,99,4,8,58,-1,6,-4,3,-1,回避性能,2,回避距離,3,火耐性,-3,,,,,エビの尾扇,2,化け鮫のヒレ,1,モンスターの体液,2,徹甲虫の羽,2
ボロスフォールド,0,1,2,1,99,4,18,106,4,-4,1,-2,0,攻撃,2,防御,1,ガード性能,3,腹減り,-2,,,土砂竜の甲殻,2,草食竜の甲殻,2,竜骨【中】,3,,
ボロスコート,0,2,2,1,99,4,8,58,5,-3,2,-1,1,攻撃,2,防御,2,精密射撃,2,腹減り,-2,,,土砂竜の甲殻,2,草食竜の甲殻,2,竜骨【中】,3,,
インゴットコイル,0,1,3,0,3,5,18,106,-2,-2,2,0,0,ガード強化,3,納刀,2,雷属性攻撃,3,気まぐれ,-2,,,紅蓮石,1,ドラグライト鉱石,3,氷結晶,3,マカライト鉱石,5
インゴットコート,0,2,3,0,3,5,8,58,-1,-1,3,1,1,反動,3,散弾強化,2,雷属性攻撃,3,気まぐれ,-2,,,紅蓮石,1,ドラグライト鉱石,3,氷結晶,3,マカライト鉱石,5
バサルフォールド,0,1,2,2,2,3,18,106,0,-2,1,1,-3,耐暑,2,睡眠,1,,,,,,,岩竜の甲殻,4,マカライト鉱石,7,鉄鉱石,6,ゲネポスの皮,3
バサルコート,0,2,2,2,2,3,9,59,1,-1,2,2,-2,耐暑,2,睡眠,1,,,,,,,岩竜の甲殻,4,マカライト鉱石,7,鉄鉱石,6,ゲネポスの皮,3
ガーディアンコイル,1,1,4,1,2,99,18,106,0,0,0,0,0,採取,-2,運気,3,砲術,2,加護,2,,,ドラグライト鉱石,2,闘技王のコイン,3,牙獣のコイン,5,,
ガーディアンコート,1,2,4,1,2,99,9,59,1,1,1,1,1,採取,-2,運気,3,広域,2,加護,2,,,ドラグライト鉱石,2,闘技王のコイン,3,牙獣のコイン,5,,
ヘルパースカート,2,1,4,1,2,99,18,106,0,0,0,0,0,採取,-2,運気,3,砲術,2,加護,2,,,ドラグライト鉱石,2,闘技王のコイン,3,牙獣のコイン,5,,
ヘルパーフリル,2,2,4,1,2,99,9,59,1,1,1,1,1,採取,-2,運気,3,広域,2,加護,2,,,ドラグライト鉱石,2,闘技王のコイン,3,牙獣のコイン,5,,
ロワーガアンカ,1,1,4,1,3,5,18,106,-4,0,3,-1,1,属性解放,1,聴覚保護,3,龍属性攻撃,2,加護,-2,ハチミツ,2,オオクワアゲハ,2,レビテライト鉱石,1,光蟲,10,ボンバッタ,10
ロワーガコクサ,1,2,4,1,3,5,9,59,-3,1,4,0,2,属性解放,1,聴覚保護,3,龍属性攻撃,2,加護,-2,ハチミツ,2,オオクワアゲハ,2,レビテライト鉱石,1,光蟲,10,ボンバッタ,10
ファルメルアンカ,2,1,4,1,3,5,18,106,-4,0,3,-1,1,属性解放,1,聴覚保護,3,龍属性攻撃,2,加護,-2,ハチミツ,2,オオクワアゲハ,2,レビテライト鉱石,1,光蟲,10,ボンバッタ,10
ファルメルコクサ,2,2,4,1,3,5,9,59,-3,1,4,0,2,属性解放,1,聴覚保護,3,龍属性攻撃,2,加護,-2,ハチミツ,2,オオクワアゲハ,2,レビテライト鉱石,1,光蟲,10,ボンバッタ,10
マギュルオッハ,0,1,4,0,99,4,19,107,-4,1,0,2,0,重撃,1,溜め短縮,2,調合成功率,1,調合数,2,回復速度,3,ペピポパンプキン,3,キラビートル,3,ハリの実,10,ドキドキノコ,4
マギュルブラット,0,2,4,0,99,4,9,59,-3,2,1,3,1,重撃,1,溜め短縮,2,調合成功率,1,調合数,2,回復速度,3,ペピポパンプキン,3,キラビートル,3,ハリの実,10,ドキドキノコ,4
スキュラフォールド,0,1,2,1,2,4,19,107,-2,2,-2,1,2,観察眼,1,腹減り,-2,高速設置,2,睡眠,2,,,影蜘蛛の鋏角,2,影蜘蛛の爪,1,影蜘蛛の甲殻,1,竜骨【中】,3
スキュラコート,0,2,2,1,2,4,9,59,-1,3,-1,2,3,観察眼,1,腹減り,-2,高速設置,2,睡眠,2,,,影蜘蛛の鋏角,2,影蜘蛛の爪,1,影蜘蛛の甲殻,1,竜骨【中】,3
フルフルフォールド,0,1,2,2,2,4,19,107,-4,1,1,2,1,雷属性攻撃,3,回復量,2,気絶,-1,,,,,ブヨブヨした皮,2,鉄鉱石,8,ゴム質の皮,1,,
フルフルコート,0,2,2,2,2,4,10,60,-3,2,2,3,2,雷属性攻撃,3,回復量,2,気絶,-1,,,,,ブヨブヨした皮,2,鉄鉱石,8,ゴム質の皮,1,,
レイアフォールド,0,1,2,2,2,4,19,107,2,0,-2,0,-3,体力,2,火属性攻撃,2,回復速度,-2,,,,,雌火竜の翼膜,2,雌火竜の逆鱗,1,火炎袋,2,マカライト鉱石,5
レイアコート,0,2,2,2,2,4,10,60,3,1,-1,1,-2,体力,2,火属性攻撃,2,回復速度,-2,,,,,雌火竜の翼膜,2,雌火竜の逆鱗,1,火炎袋,2,マカライト鉱石,5
ザボアフォールド,0,1,2,2,2,4,20,108,-2,2,-3,2,0,氷属性攻撃,2,肉食,1,腹減り,-2,,,,,化け鮫のヒレ,1,化け鮫の鱗,2,化け鮫の鋸歯,1,化け鮫の刃尾,1
ザボアコート,0,2,2,2,2,4,10,60,-1,3,-2,3,1,氷属性攻撃,2,肉食,2,腹減り,-2,,,,,化け鮫のヒレ,1,化け鮫の鱗,2,化け鮫の鋸歯,1,化け鮫の刃尾,1
ガララフォールド,0,1,2,1,2,4,20,108,1,-2,0,-4,1,捕獲,2,聴覚保護,1,気まぐれ,-2,麻痺,2,,,絞蛇竜の甲殻,5,絞蛇竜の牙,4,絞蛇竜の皮,2,竜骨【大】,1
ガララコート,0,2,2,1,2,4,10,60,2,-1,1,-3,2,捕獲,2,聴覚保護,1,気まぐれ,-2,麻痺,2,,,絞蛇竜の甲殻,5,絞蛇竜の牙,4,絞蛇竜の皮,2,竜骨【大】,1
ギルドバードコイル,1,1,4,2,3,99,20,108,0,0,0,0,0,運気,2,広域,5,気配,-2,,,,,レビテライト鉱石,1,蟲のコイン,2,牙獣のコイン,5,闘技王のコイン,3
ギルドバードコート,1,2,4,2,3,99,10,60,1,1,1,1,1,運気,2,広域,5,気配,-2,,,,,レビテライト鉱石,1,蟲のコイン,2,牙獣のコイン,5,闘技王のコイン,3
スカラースカート,2,1,4,2,3,99,20,108,0,0,0,0,0,運気,2,広域,5,気配,-2,,,,,レビテライト鉱石,1,蟲のコイン,2,牙獣のコイン,5,闘技王のコイン,3
スカラーフリル,2,2,4,2,3,99,10,60,1,1,1,1,1,運気,2,広域,5,気配,-2,,,,,レビテライト鉱石,1,蟲のコイン,2,牙獣のコイン,5,闘技王のコイン,3
ジンオウフォールド,0,1,3,1,3,5,21,109,0,-2,2,-4,1,本気,4,雷属性攻撃,2,気配,-2,,,,,雷狼竜の甲殻,3,雷狼竜の帯電毛,2,雷狼竜の尻尾,1,徹甲虫の甲殻,3
ジンオウコート,0,2,3,1,3,5,10,60,1,-1,3,-3,2,本気,4,雷属性攻撃,1,気配,-2,,,,,雷狼竜の甲殻,3,雷狼竜の帯電毛,2,雷狼竜の尻尾,1,徹甲虫の甲殻,3
セルタスフォールド,0,1,3,2,1,2,21,109,-2,1,-3,1,2,捕獲,2,砲術,1,斬れ味,2,気力回復,-2,,,徹甲虫の甲殻,7,徹甲虫の羽,3,徹甲虫の角,2,マカライト鉱石,2
セルタスコート,0,2,3,1,1,2,10,60,-1,2,-2,2,3,砲術,1,榴弾追加,4,気力回復,-2,,,,,徹甲虫の甲殻,7,徹甲虫の羽,3,徹甲虫の角,2,マカライト鉱石,2
ハプルフォールド,0,1,2,2,99,5,21,109,2,0,-2,-4,1,納刀,2,食事,1,,,,,,,潜口竜の皮,3,鮮やかな体液,1,甲虫の腹袋,3,,
ハプルコート,0,2,2,2,99,5,10,60,3,1,-1,-3,2,納刀,1,食事,1,,,,,,,潜口竜の皮,3,鮮やかな体液,1,甲虫の腹袋,3,,
ギザミフォールド,0,1,2,2,99,5,21,109,1,2,-1,-1,0,匠,1,達人,-1,斬れ味,1,研ぎ師,3,,,鎌蟹の甲殻,2,マカライト鉱石,2,キラビートル,1,,
ギザミコート,0,2,2,0,99,5,10,60,2,3,0,0,1,防御,-1,貫通弾強化,4,貫通弾追加,1,精密射撃,3,,,鎌蟹の甲殻,2,マカライト鉱石,2,キラビートル,1,,
ゴアフォールド,0,1,3,1,3,5,21,109,-4,2,-3,1,-2,細菌学,2,匠,3,闘魂,2,火耐性,-3,,,黒蝕竜の触角,1,黒蝕竜の暗翼,2,黒蝕竜の甲殻,4,キラビートル,3
ゴアコート,0,2,3,1,3,5,11,61,-3,3,-2,2,-1,細菌学,2,闘魂,2,装填数,3,火耐性,-3,,,黒蝕竜の触角,1,黒蝕竜の暗翼,2,黒蝕竜の甲殻,4,キラビートル,3
レックスフォールド,0,1,3,1,3,5,22,110,2,-1,-4,0,-2,攻撃,3,研ぎ師,-2,食いしん坊,1,,,,,轟竜の甲殻,4,轟竜の鱗,4,上竜骨,2,狗竜の爪,3
レックスコート,0,2,3,1,3,5,11,61,3,0,-3,1,-1,反動,-2,攻撃,3,食いしん坊,1,,,,,轟竜の甲殻,4,轟竜の鱗,4,上竜骨,2,狗竜の爪,3
ブラキフォールド,0,1,3,2,3,6,22,110,2,-4,0,-2,0,闘魂,2,回避性能,-2,爆弾強化,1,,,,,砕竜の黒曜甲,2,砕竜の尻尾,1,砕竜の甲殻,4,砕竜の骨髄,1
ブラキコート,0,2,3,2,3,6,11,61,3,-3,1,-1,1,闘魂,2,回避性能,-2,爆弾強化,1,,,,,砕竜の黒曜甲,2,砕竜の尻尾,1,砕竜の甲殻,4,砕竜の骨髄,1
ナルガフォールド,0,1,3,3,99,5,22,110,-2,1,-4,1,1,回避性能,2,スタミナ,-2,回避距離,1,,,,,迅竜の黒毛,5,迅竜の刃翼,3,狗竜の爪,3,,
ナルガコート,0,2,3,3,99,5,11,61,-1,2,-3,2,2,回避性能,1,スタミナ,-2,回避距離,1,,,,,迅竜の黒毛,5,迅竜の刃翼,3,狗竜の爪,3,,
グラビドフォールド,0,1,3,0,3,5,23,111,2,-3,0,1,-2,防御,2,ガード性能,4,スタミナ,-2,,,,,鎧竜の甲殻,4,鎧竜の翼,2,上竜骨,2,イーオスの皮,3
グラビドコート,0,2,3,0,3,5,12,62,3,-2,1,2,-1,反動,4,防御,2,スタミナ,-2,,,,,鎧竜の甲殻,4,鎧竜の翼,2,上竜骨,2,イーオスの皮,3
レウスフォールド,0,1,3,1,3,5,23,111,2,0,-2,0,-3,攻撃,2,火属性攻撃,1,回復量,-2,,,,,火竜の翼膜,3,火竜の逆鱗,1,上竜骨,3,紅蓮石,1
レウスコート,0,2,3,1,3,5,12,62,3,1,-1,1,-2,攻撃,2,火属性攻撃,1,回復量,-2,,,,,火竜の翼膜,3,火竜の逆鱗,1,上竜骨,3,紅蓮石,1
ラヴァフォールド,0,1,3,0,99,6,23,111,2,-3,0,0,1,ガード性能,3,千里眼,2,回復速度,2,気配,-2,,,溶岩竜のヒレ,2,溶岩竜の鱗,2,紅蓮石,3,,
ラヴァコート,0,2,3,0,99,6,12,62,3,-2,1,1,2,反動,3,千里眼,2,回復速度,2,気配,-2,,,溶岩竜のヒレ,2,溶岩竜の鱗,2,紅蓮石,3,,
ディアブロコイル,0,1,3,0,99,6,23,111,2,0,0,-4,0,抜刀会心,2,抜刀減気,3,研ぎ師,-2,納刀,3,耐震,3,角竜の甲殻,4,上質なねじれた角,1,草食竜の頭殻,1,,
ディアブロコート,0,2,3,0,99,6,12,62,3,1,1,-3,1,装填速度,4,痛撃,3,納刀,1,貫通弾強化,2,精密射撃,-2,角竜の甲殻,4,上質なねじれた角,1,草食竜の頭殻,1,,
ガルルガフォールド,0,1,3,2,3,5,24,112,1,-3,1,-2,0,達人,2,聴覚保護,1,,,,,,,黒狼鳥の鱗,4,黒狼鳥の甲殻,5,キラビートル,2,竜骨【大】,2
ガルルガコート,0,2,3,2,3,5,12,62,2,-2,2,-1,1,達人,2,聴覚保護,1,,,,,,,黒狼鳥の鱗,4,黒狼鳥の甲殻,5,キラビートル,2,竜骨【大】,2
ガンキンフォールド,0,1,3,2,99,5,24,112,2,-4,1,-1,-2,防御,4,スタミナ,-1,減気攻撃,2,,,,,爆鎚竜の耐熱殻,2,盾虫の甲殻,3,上竜骨,2,,
ガンキンコート,0,2,3,2,99,5,12,62,3,-3,2,0,-1,防御,4,スタミナ,-1,通常弾強化,2,,,,,爆鎚竜の耐熱殻,2,盾虫の甲殻,3,上竜骨,2,,
ドボルフォールド,0,1,3,1,99,6,24,112,-4,2,1,-2,1,攻撃,2,達人,-1,回復速度,2,,,,,尾槌竜の苔甲,4,竜骨【大】,3,垂皮竜の皮,2,,
ドボルコート,0,2,3,1,99,6,12,62,-3,3,2,-1,2,攻撃,2,達人,-1,回復速度,2,,,,,尾槌竜の苔甲,4,竜骨【大】,3,垂皮竜の皮,2,,
アークフォールド,1,1,3,1,7,6,24,112,-3,3,0,1,-5,本気,2,火耐性,-3,狂撃耐性,2,,,,,天廻龍の角,1,天廻龍の虹翼,2,天廻龍の甲殻,4,ライトクリスタル,2
アークコート,1,2,3,1,7,6,12,62,-2,4,1,2,-4,本気,2,火耐性,-3,狂撃耐性,2,,,,,天廻龍の角,1,天廻龍の虹翼,2,天廻龍の甲殻,4,ライトクリスタル,2
フィリアフォールド,2,1,3,1,7,6,24,112,-3,3,0,1,-5,本気,2,火耐性,-3,狂撃耐性,2,,,,,天廻龍の角,1,天廻龍の虹翼,2,天廻龍の甲殻,4,ライトクリスタル,2
フィリアコート,2,2,3,1,7,6,12,62,-2,4,1,2,-4,本気,2,火耐性,-3,狂撃耐性,2,,,,,天廻龍の角,1,天廻龍の虹翼,2,天廻龍の甲殻,4,ライトクリスタル,2
残陽【腰当て】,1,1,3,1,4,6,26,112,2,1,-3,2,-3,抜刀減気,2,達人,2,底力,-3,スタミナ,2,,,豪山龍の腕甲,4,豪山龍の甲岩殻,6,豪山龍の紅鱗,2,火竜の逆鱗,1
東雲【腰当て】,1,2,3,1,4,6,13,62,3,2,-2,3,-2,装填速度,-3,スタミナ,2,無傷,3,貫通弾強化,1,,,豪山龍の腕甲,4,豪山龍の甲岩殻,6,豪山龍の紅鱗,2,火竜の逆鱗,1
常磐【腰当て】,2,1,3,1,4,6,26,112,2,1,-3,2,-3,抜刀減気,2,達人,2,底力,-3,スタミナ,2,,,豪山龍の腕甲,4,豪山龍の甲岩殻,6,豪山龍の紅鱗,2,火竜の逆鱗,1
八千代【腰当て】,2,2,3,1,4,6,13,62,3,2,-2,3,-2,装填速度,-3,スタミナ,2,無傷,3,貫通弾強化,1,,,豪山龍の腕甲,4,豪山龍の甲岩殻,6,豪山龍の紅鱗,2,火竜の逆鱗,1
キリンフープ,0,1,3,2,3,6,26,112,-2,-2,4,0,2,属性耐性,2,運気,-2,属性攻撃,1,,,,,キリンの皮,6,キリンのたてがみ,3,黒狼鳥の甲殻,3,電気袋,3
キリンショルト,0,2,3,2,3,6,13,62,-1,-1,5,1,3,属性耐性,2,運気,-2,属性攻撃,1,,,,,キリンの皮,6,キリンのたてがみ,3,黒狼鳥の甲殻,3,電気袋,3
暁丸【腰当て】,1,1,3,1,99,6,26,112,-2,2,0,2,-4,剣術,2,スタミナ,-1,重撃,1,加護,2,,,老山龍の甲殻,4,ドラグライト鉱石,3,鎧竜の甲殻,5,,
曙丸【腰当て】,1,2,3,2,99,6,13,62,-1,3,1,3,-3,スタミナ,-1,重撃,1,装填数,2,加護,2,,,老山龍の甲殻,4,ドラグライト鉱石,3,鎧竜の甲殻,5,,
凛【腰当て】,2,1,3,1,99,6,26,112,-2,2,0,2,-4,剣術,2,スタミナ,-1,重撃,1,加護,2,,,老山龍の甲殻,4,ドラグライト鉱石,3,鎧竜の甲殻,5,,
艶【腰当て】,2,2,3,2,99,6,13,62,-1,3,1,3,-3,スタミナ,-1,重撃,1,装填数,2,加護,2,,,老山龍の甲殻,4,ドラグライト鉱石,3,鎧竜の甲殻,5,,
スキンライトベルト,0,0,1,1,2,3,5,55,-2,2,2,2,-2,採取,4,運搬,5,,,,,,,垂皮竜の皮,5,甲虫の腹袋,3,カワズの油,3,,
アイアンベルト,0,0,1,1,2,4,8,58,4,-4,-6,-2,0,高速収集,10,,,,,,,,,ドラグライト鉱石,2,暖かい毛皮,3,盾虫の甲殻,5,,
ブルースターコイル,0,1,7,1,1,99,26,110,1,1,1,1,1,闘魂,1,水属性攻撃,3,采配,2,,,,,スタジオパス,1,ギルドチケット,2,火竜の甲殻,3,火竜の骨髄,3
ブルースターコート,0,2,7,1,1,99,13,64,2,2,2,2,2,闘魂,1,水属性攻撃,3,采配,1,,,,,スタジオパス,1,ギルドチケット,2,火竜の甲殻,3,火竜の骨髄,3
ブレイブＳフォールド,0,1,4,0,4,99,18,100,3,0,0,0,2,採取,3,体力,-2,回復速度,3,乗り,1,,,天空の結晶,2,上質な毛皮,1,ランポスの上皮,2,マカライト鉱石,6
ブレイブＳコート,0,2,4,0,4,99,9,59,4,1,1,1,3,採取,3,体力,-2,回復速度,3,乗り,1,,,天空の結晶,2,上質な毛皮,1,ランポスの上皮,2,マカライト鉱石,6
レザーＳフォールド,0,1,4,1,4,99,22,100,-2,0,0,0,2,採取,1,運気,-2,体力,3,高速収集,2,,,上質な毛皮,1,竜骨【大】,3,カブレライト鉱石,1,,
レザーＳコート,0,2,4,1,4,99,11,59,-1,1,1,1,3,採取,1,運気,-2,体力,3,高速収集,2,,,上質な毛皮,1,竜骨【大】,3,カブレライト鉱石,1,,
チェーンＳフォールド,0,1,4,1,4,99,23,101,2,2,-3,1,0,体力,1,調合成功率,1,腹減り,4,睡眠,-2,,,カブレライト鉱石,1,ドラグライト鉱石,1,大地の結晶,2,ドスヘラクレス,2
